Client,Service Area,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Direct Services,D3021,30/08/2017,60078331 - 1,3241,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
OCC,Direct Services,D3023,30/08/2017,60078333 - 1,835,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
OCC,Direct Services,D3311,30/08/2017,60078334 - 0,564.54,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,30/08/2017,60078335 - 1,588.63,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,30/08/2017,60078339 - 1,1750.32,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,30/08/2017,60078340 - 0,509.36,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,30/08/2017,60078341 - 1,646.11,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,30/08/2017,60078343 - 1,616.15,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,30/08/2017,60078344 - 0,883.33,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,30/08/2017,60078346 - 0,750,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,30/08/2017,60078349 - 1,640.56,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,30/08/2017,60078350 - 0,607.05,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,30/08/2017,60078351 - 1,534.48,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,30/08/2017,60078352 - 0,485.98,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,30/08/2017,60078353 - 1,1436.82,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,30/08/2017,60078356 - 0,801.93,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,30/08/2017,60078357 - 1,3046.65,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,30/08/2017,60078358 - 0,504.11,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,30/08/2017,60078359 - 1,481.05,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,30/08/2017,60078365 - 1,1722.47,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,30/08/2017,60078367 - 1,1016.36,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,30/08/2017,60078368 - 0,1007.83,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3022,30/08/2017,60078373 - 1,486.32,Revenue,20002653,H TUCKWELL & SONS LTD
OCC,Direct Services,D3002,30/08/2017,60078380 - 0,2090.5,Revenue,20011360,KARDEX  (UK) LTD
OCC,Direct Services,D3201,30/08/2017,60078381 - 1,582.5,Revenue,20002034,ARCO LTD
OCC,Direct Services,D3021,30/08/2017,60078383 - 1,932.86,Revenue,20006089,ICI CONTRACT DIRECT
OCC,Direct Services,D3021,30/08/2017,60078386 - 0,1274.99,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,D3021,30/08/2017,60078387 - 1,2404.88,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,D3401,30/08/2017,60078389 - 1,592.3,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,D3420,30/08/2017,60078390 - 0,638.8,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,D3311,30/08/2017,60078391 - 1,505.2,Revenue,20015370,TIMBERYTE
OCC,Direct Services,D3021,30/08/2017,60078392 - 0,748.48,Revenue,20015370,TIMBERYTE
OCC,Direct Services,D3021,30/08/2017,60078393 - 1,1120.5,Revenue,20015370,TIMBERYTE
OCC,Direct Services,D3021,30/08/2017,60078394 - 0,1132.98,Revenue,20015370,TIMBERYTE
OCC,Direct Services,D3311,30/08/2017,60078395 - 1,1028,Revenue,20006265,WOODSCAPE LTD
OCC,Direct Services,D3311,30/08/2017,60078396 - 0,580.09,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,30/08/2017,60078397 - 1,584.36,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,30/08/2017,60078398 - 0,614.43,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,30/08/2017,60078399 - 1,652.11,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,30/08/2017,60078400 - 0,584.48,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,30/08/2017,60078401 - 1,598.2,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,30/08/2017,60078402 - 0,653.97,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,30/08/2017,60078403 - 1,607.18,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3021,30/08/2017,60078409 - 1,3581.68,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3311,30/08/2017,60078419 - 1,705.02,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,30/08/2017,60078420 - 0,498.51,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,30/08/2017,60078421 - 1,591.13,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,30/08/2017,60078422 - 0,598.2,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,30/08/2017,60078423 - 1,607.18,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,30/08/2017,60078424 - 0,667.49,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,30/08/2017,60078434 - 1,659.25,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3311,30/08/2017,60078435 - 0,460.19,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,30/08/2017,60078437 - 0,7470.06,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,30/08/2017,60078438 - 1,4130.02,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3022,30/08/2017,60078439 - 0,627,Revenue,20019207,BEACON GROUP (INTERNATIONAL) LTD T/A ADDEX GROUP
OCC,Direct Services,D3004,30/08/2017,60078440 - 1,2080.62,Revenue,20008146,EGBERT H TAYLOR & CO LTD
OCC,Direct Services,B1175,30/08/2017,60078441 - 0,1545,Revenue,20011185,GRAFFITI REMOVAL LTD
OCC,Direct Services,B1175,30/08/2017,60078442 - 1,511,Revenue,20011185,GRAFFITI REMOVAL LTD
OCC,Direct Services,D3339,30/08/2017,60078444 - 1,1068.54,Revenue,20009785,THE HELPING HAND COMPANY
OCC,Direct Services,D3021,30/08/2017,60078447 - 0,475.8,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,D3021,30/08/2017,60078448 - 1,790.92,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,D3021,30/08/2017,60078450 - 0,2437.68,Revenue,20015230,MERKKO ENTERPRISES LIMITED
OCC,Direct Services,D3319,30/08/2017,60078461 - 1,2994.4,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3319,30/08/2017,60078462 - 0,3011.3,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3319,30/08/2017,60078463 - 0,21137.16,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3319,30/08/2017,60078464 - 1,12812.42,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3319,30/08/2017,60078465 - 0,2210.35,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3319,30/08/2017,60078466 - 1,1430.35,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3319,30/08/2017,60078467 - 0,905.85,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3319,30/08/2017,60078468 - 1,1391.64,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,A0108,30/08/2017,60078469 - 0,1072.5,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,A0108,30/08/2017,60078470 - 1,1047.8,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,A0108,30/08/2017,60078471 - 0,886.6,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,A0108,30/08/2017,60078472 - 1,483.6,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3319,30/08/2017,60078474 - 1,7117.08,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,A0108,30/08/2017,60078475 - 0,1272.5,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,A0108,30/08/2017,60078476 - 1,12008.52,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3319,30/08/2017,60078477 - 0,6845.82,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,A0108,30/08/2017,60078478 - 1,19042.82,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3319,30/08/2017,60078479 - 0,17646.64,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3021,30/08/2017,60078484 - 0,451.67,Revenue,20002710,SMITH & SONS(BLETCHINGTON)LTD
OCC,Direct Services,D3021,30/08/2017,60078485 - 1,466.24,Revenue,20002710,SMITH & SONS(BLETCHINGTON)LTD
OCC,Direct Services,D3401,30/08/2017,60078489 - 0,1927.8,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,D3411,30/08/2017,60078491 - 0,599,Revenue,20017339,ARBTECH CONSULTING LTD
OCC,Direct Services,D3018,30/08/2017,60078494 - 1,1175.58,Revenue,20009260,GLASDON UK LTD
OCC,Direct Services,D3021,30/08/2017,60078501 - 1,5815.13,Revenue,20002005,HANSON AGGREGATES
OCC,Direct Services,D3021,30/08/2017,60078502 - 0,3174.12,Revenue,20002005,HANSON AGGREGATES
OCC,Direct Services,D3021,30/08/2017,60078503 - 1,2367.01,Revenue,20015230,MERKKO ENTERPRISES LIMITED
OCC,Direct Services,D3021,30/08/2017,60078505 - 1,556.6,Revenue,20015230,MERKKO ENTERPRISES LIMITED
OCC,Direct Services,D3021,30/08/2017,60078507 - 1,977.56,Revenue,20015230,MERKKO ENTERPRISES LIMITED
OCC,Direct Services,D3411,30/08/2017,60078512 - 0,4000,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,Direct Services,D3021,30/08/2017,60078514 - 0,888.26,Revenue,20002710,SMITH & SONS(BLETCHINGTON)LTD
OCC,Direct Services,D3018,30/08/2017,60078515 - 1,1747.76,Revenue,20002698,SPANDEX  LTD.  (UK)  COLLECTIONS
OCC,Direct Services,D3018,30/08/2017,60078516 - 0,1130,Revenue,20002698,SPANDEX  LTD.  (UK)  COLLECTIONS
OCC,Direct Services,D3021,30/08/2017,60078521 - 1,958.65,Revenue,20002005,HANSON AGGREGATES
OCC,Direct Services,D3021,30/08/2017,60078522 - 0,2259.84,Revenue,20002005,HANSON AGGREGATES
OCC,Direct Services,B1111,30/08/2017,60078532 - 0,514.8,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
OCC,Direct Services,B1111,30/08/2017,60078534 - 0,561.6,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
OCC,Direct Services,B1111,30/08/2017,60078538 - 1,31095,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,B1111,30/08/2017,60078544 - 1,1575,Revenue,20012692,FREECHOICE GROUP
OCC,Direct Services,B1111,30/08/2017,60078547 - 0,2645,Revenue,20000233,JONES & REEVES
OCC,Direct Services,B1111,30/08/2017,60078548 - 1,1350,Revenue,20000233,JONES & REEVES
OCC,Direct Services,B1111,30/08/2017,60078549 - 0,1350,Revenue,20000233,JONES & REEVES
OCC,Direct Services,B1111,30/08/2017,60078550 - 1,1350,Revenue,20000233,JONES & REEVES
OCC,Direct Services,B1111,30/08/2017,60078551 - 0,1350,Revenue,20000233,JONES & REEVES
OCC,Direct Services,B1111,30/08/2017,60078552 - 1,1350,Revenue,20000233,JONES & REEVES
OCC,Direct Services,B1111,30/08/2017,60078553 - 0,610,Revenue,20000233,JONES & REEVES
OCC,Direct Services,B1111,30/08/2017,60078554 - 1,610,Revenue,20000233,JONES & REEVES
OCC,Direct Services,B1111,30/08/2017,60078555 - 0,610,Revenue,20000233,JONES & REEVES
OCC,Direct Services,B1111,30/08/2017,60078557 - 0,3240,Revenue,20009112,PRESERVATION SPECIALIST TREATMENTS
OCC,Direct Services,B1111,30/08/2017,60078559 - 0,3110,Revenue,20009112,PRESERVATION SPECIALIST TREATMENTS
OCC,Direct Services,D3311,30/08/2017,60078564 - 1,521.38,Revenue,20015037,R & M ELECTRICAL GROUP LTD
OCC,Direct Services,D3021,30/08/2017,60078576 - 1,738.5,Revenue,20003233,AKW MEDICARE LIMITED
OCC,Direct Services,D3021,30/08/2017,60078577 - 0,1200.36,Revenue,20003233,AKW MEDICARE LIMITED
OCC,Direct Services,D3021,30/08/2017,60078579 - 0,772.32,Revenue,20003233,AKW MEDICARE LIMITED
OCC,Direct Services,D3021,30/08/2017,60078584 - 0,760.15,Revenue,20003233,AKW MEDICARE LIMITED
OCC,Direct Services,D3021,30/08/2017,60078586 - 0,780.2,Revenue,20003233,AKW MEDICARE LIMITED
OCC,Direct Services,D3021,30/08/2017,60078587 - 1,900.18,Revenue,20003233,AKW MEDICARE LIMITED
OCC,Direct Services,D3311,30/08/2017,60078602 - 0,660.25,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,30/08/2017,60078618 - 1,1958.73,Revenue,20011174,KILLGERM CHEMICALS LIMITED
OCC,Direct Services,D3021,05/09/2017,60078620 - 0,2092.25,Revenue,20003233,AKW MEDICARE LIMITED
OCC,Direct Services,D3021,05/09/2017,60078627 - 1,906.28,Revenue,20018307,BARRETTINE ENVIRONMENTAL HEALTH (J.V. BARRETT CO)
OCC,Direct Services,D3021,05/09/2017,60078632 - 0,567.68,Revenue,20017252,CHERWELL PACKAGING LTD
OCC,Direct Services,D3021,05/09/2017,60078640 - 0,819,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,05/09/2017,60078641 - 1,1044.9,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,05/09/2017,60078642 - 0,689.06,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3023,05/09/2017,60078676 - 1,417,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
OCC,Direct Services,D3311,05/09/2017,60078681 - 0,674.75,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,05/09/2017,60078689 - 0,661.4,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,05/09/2017,60078691 - 0,631.16,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,05/09/2017,60078699 - 0,862.04,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3421,05/09/2017,60078711 - 0,1400,Revenue,20012902,W & S RECYCLING SERVICES
OCC,Direct Services,D3021,05/09/2017,60078713 - 0,1633.31,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,05/09/2017,60078714 - 1,2103.77,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,05/09/2017,60078721 - 1,501.31,Revenue,20002299,C BREWER & SONS LTD
OCC,Direct Services,D3021,05/09/2017,60078722 - 0,425.12,Revenue,20002299,C BREWER & SONS LTD
OCC,Direct Services,D3021,05/09/2017,60078734 - 0,1169.28,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,05/09/2017,60078735 - 1,1114.61,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,05/09/2017,60078736 - 0,745,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,05/09/2017,60078737 - 1,892.5,Revenue,20015370,TIMBERYTE
OCC,Direct Services,D3311,05/09/2017,60078738 - 0,615.99,Revenue,20015370,TIMBERYTE
OCC,Direct Services,D3401,05/09/2017,60078745 - 1,460,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,D3021,05/09/2017,60078746 - 0,568.5,Revenue,20015370,TIMBERYTE
OCC,Direct Services,D3311,05/09/2017,60078747 - 1,609.09,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,05/09/2017,60078748 - 1,591.13,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,05/09/2017,60078749 - 0,519.91,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,05/09/2017,60078750 - 1,735.95,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,05/09/2017,60078751 - 0,577.41,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,05/09/2017,60078752 - 0,609.09,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,05/09/2017,60078753 - 1,555.6,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,05/09/2017,60078754 - 0,636.06,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,05/09/2017,60078755 - 0,630.69,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,05/09/2017,60078757 - 0,636.06,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,05/09/2017,60078759 - 0,568.43,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,05/09/2017,60078760 - 1,652.5,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,05/09/2017,60078761 - 0,591.13,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,05/09/2017,60078764 - 1,769.69,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3021,05/09/2017,60078768 - 1,9921.45,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,05/09/2017,60078769 - 0,2087.55,Revenue,20002680,OXFORD SAFETY SUPPLIES
OCC,Direct Services,C2402,05/09/2017,60078770 - 1,810.99,Revenue,20012307,ASHTEAD PLANT HIRE
OCC,Direct Services,Y237,05/09/2017,60078788 - 0,726,Capital,20007968,IMPERIAL GARAGE EQUIPMENT
OCC,Direct Services,D3021,05/09/2017,60078789 - 1,808.08,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,D3021,05/09/2017,60078790 - 0,783.12,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,D3021,05/09/2017,60078798 - 1,798.72,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,D3021,05/09/2017,60078799 - 0,521.9,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,D3021,05/09/2017,60078801 - 0,591.24,Revenue,20006027,ACE MINIMIX
OCC,Direct Services,D3021,05/09/2017,60078803 - 0,19732.08,Revenue,20015230,MERKKO ENTERPRISES LIMITED
OCC,Direct Services,D3021,05/09/2017,60078804 - 1,546.28,Revenue,20015230,MERKKO ENTERPRISES LIMITED
OCC,Direct Services,D3021,05/09/2017,60078806 - 1,737.79,Revenue,20015230,MERKKO ENTERPRISES LIMITED
OCC,Direct Services,A0108,05/09/2017,60078812 - 1,2250,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,D3021,05/09/2017,60078813 - 0,2856,Revenue,20010967,MALCOLM LANE & SON LTD
OCC,Direct Services,D3411,05/09/2017,60078818 - 1,5167.47,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,Direct Services,D3411,05/09/2017,60078819 - 0,4715,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,Direct Services,D3411,05/09/2017,60078820 - 1,8500,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,Direct Services,D3411,05/09/2017,60078821 - 0,2400,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,Direct Services,D3619,05/09/2017,60078822 - 1,799.62,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,B1014,05/09/2017,60078824 - 1,5700,Revenue,20003415,TAYLORMADE CASTINGS LTD
OCC,Direct Services,B1111,05/09/2017,60078832 - 1,1522.88,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,D3021,05/09/2017,60078839 - 0,653.44,Revenue,20002299,C BREWER & SONS LTD
OCC,Direct Services,D3021,05/09/2017,60078842 - 1,618.46,Revenue,20002299,C BREWER & SONS LTD
OCC,Direct Services,B1111,05/09/2017,60078845 - 0,3869.21,Revenue,20018627,DRAIN GAIN LTD
OCC,Direct Services,B1111,05/09/2017,60078858 - 1,1593,Revenue,20012692,FREECHOICE GROUP
OCC,Direct Services,D3021,05/09/2017,60078872 - 0,972.6,Revenue,20002680,OXFORD SAFETY SUPPLIES
OCC,Direct Services,D3021,05/09/2017,60078876 - 0,953.4,Revenue,20002680,OXFORD SAFETY SUPPLIES
OCC,Direct Services,B1111,05/09/2017,60078879 - 1,1950,Revenue,20000233,JONES & REEVES
OCC,Direct Services,B1111,05/09/2017,60078880 - 0,848,Revenue,20000233,JONES & REEVES
OCC,Direct Services,B1111,05/09/2017,60078881 - 1,1766,Revenue,20000233,JONES & REEVES
OCC,Direct Services,B1111,05/09/2017,60078882 - 1,1803,Revenue,20000233,JONES & REEVES
OCC,Direct Services,B1111,05/09/2017,60078883 - 0,1519,Revenue,20000233,JONES & REEVES
OCC,Direct Services,B1111,05/09/2017,60078884 - 1,778,Revenue,20000233,JONES & REEVES
OCC,Direct Services,B1111,05/09/2017,60078885 - 0,1350,Revenue,20000233,JONES & REEVES
OCC,Direct Services,B1111,05/09/2017,60078888 - 1,702,Revenue,20014676,KENNINGTON FLOORING LTD
OCC,Direct Services,B1111,05/09/2017,60078889 - 0,449.4,Revenue,20003467,MCAVOY HIRE LTD
OCC,Direct Services,B1111,05/09/2017,60078891 - 0,485,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,B1111,05/09/2017,60078897 - 0,547.5,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,B1111,05/09/2017,60078898 - 1,750,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,Direct Services,Y173,05/09/2017,60078899 - 0,13000,Capital,20013591,PETER BRETT ASSOCIATES LLP
OCC,Direct Services,B1111,05/09/2017,60078900 - 1,1000,Revenue,20013591,PETER BRETT ASSOCIATES LLP
OCC,Direct Services,B1111,05/09/2017,60078901 - 0,2754.66,Revenue,20012914,PROELEC INSTALLATIONS LTD
OCC,Direct Services,B1111,05/09/2017,60078904 - 1,2266,Revenue,20012914,PROELEC INSTALLATIONS LTD
OCC,Direct Services,B1111,05/09/2017,60078905 - 0,7600,Revenue,20012914,PROELEC INSTALLATIONS LTD
OCC,Direct Services,B1111,05/09/2017,60078906 - 1,2860,Revenue,20009105,SCOOTER STORE
OCC,Direct Services,B1111,05/09/2017,60078907 - 0,2116.6,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,B1111,05/09/2017,60078908 - 1,2972.4,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,B1111,05/09/2017,60078909 - 0,3562.65,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,D3021,12/09/2017,60078912 - 0,5790.81,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,12/09/2017,60078917 - 1,871.41,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,12/09/2017,60078918 - 0,914.08,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,12/09/2017,60078919 - 1,686.65,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,12/09/2017,60078924 - 0,738,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
OCC,Direct Services,D3021,12/09/2017,60078934 - 1,947.7,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,12/09/2017,60078938 - 1,1060,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,12/09/2017,60078939 - 0,1048.56,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,12/09/2017,60078945 - 1,588.1,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,12/09/2017,60078949 - 1,1841.7,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,12/09/2017,60078950 - 0,434.05,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,12/09/2017,60078951 - 0,422.05,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,12/09/2017,60078953 - 0,1558.4,Revenue,20002680,OXFORD SAFETY SUPPLIES
OCC,Direct Services,D3021,12/09/2017,60078954 - 1,1411.3,Revenue,20002680,OXFORD SAFETY SUPPLIES
OCC,Direct Services,D3021,12/09/2017,60078956 - 1,616.48,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,D3021,12/09/2017,60078958 - 1,1234.5,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,D3311,12/09/2017,60078959 - 0,650.38,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,12/09/2017,60078960 - 1,652.11,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,12/09/2017,60078961 - 0,634.12,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3021,12/09/2017,60078963 - 0,546.66,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3021,12/09/2017,60078971 - 0,752.5,Revenue,20015370,TIMBERYTE
OCC,Direct Services,D3021,12/09/2017,60078975 - 0,1100.26,Revenue,20002434,TOOLMASTER (OXFORD) LTD
OCC,Direct Services,D3021,12/09/2017,60078984 - 1,1628.42,Revenue,20003233,AKW MEDICARE LIMITED
OCC,Direct Services,D3021,12/09/2017,60079012 - 0,946.61,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3401,12/09/2017,60079016 - 0,1298.7,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,D3021,12/09/2017,60079023 - 1,3120,Revenue,20002110,BROXAP LIMITED
OCC,Direct Services,D3021,12/09/2017,60079025 - 1,442.56,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
OCC,Direct Services,D3021,12/09/2017,60079034 - 0,1600,Revenue,20008377,FLEET (LINE MARKERS) LTD
OCC,Direct Services,D3021,12/09/2017,60079035 - 1,640,Revenue,20008683,KOMPAN LTD
OCC,Direct Services,D3021,12/09/2017,60079037 - 1,1822,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,D3311,12/09/2017,60079039 - 1,582.15,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,12/09/2017,60079040 - 0,580.21,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,12/09/2017,60079041 - 1,584.48,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3420,12/09/2017,60079043 - 1,800.2,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
