Client,Service Area,Expenditure Catergory,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Direct Services,Fuel Purchase (Stock),C2003,31/08/2016,47986673 - 1,1780,Revenue,20011436,PACE FUEL CARE
OCC,Direct Services,Materials,D3021,31/08/2016,47986680 - 1,268,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,31/08/2016,47986680 - 2,109.45,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,31/08/2016,47986680 - 3,247.89,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,31/08/2016,47986682 - 0,193.72,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,31/08/2016,47986682 - 1,388.54,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Main Contractor,Y021,06/09/2016,47986753 - 1,42330,Capital,20019208,ADAMS MOREY LTD
OCC,Direct Services,Main Contractor,Y021,06/09/2016,47986753 - 2,67375,Capital,20019208,ADAMS MOREY LTD
OCC,Direct Services,Materials,D3021,06/09/2016,47986754 - 0,445.71,Revenue,20019207,BEACON GROUP (INTERNATIONAL) LTD T/A ADDEX GROUP
OCC,Direct Services,Main Contractor,Y021,06/09/2016,47986761 - 1,14193,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,06/09/2016,47986761 - 2,285,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,06/09/2016,47986761 - 3,749,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,06/09/2016,47986761 - 4,5081.78,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,06/09/2016,47986762 - 0,14193,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,06/09/2016,47986762 - 1,285,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,06/09/2016,47986762 - 2,749,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,06/09/2016,47986762 - 3,6189.28,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,06/09/2016,47986765 - 0,1844,Capital,20014043,CMS SUPATRAK LTD
OCC,Direct Services,General Contracted Services,D3401,13/09/2016,47986802 - 1,3890.24,Revenue,20017042,BANDVULC TRUCK TYRES
OCC,Direct Services,General Contracted Services,D3401,13/09/2016,47986803 - 0,3889.2,Revenue,20017042,BANDVULC TRUCK TYRES
OCC,Direct Services,Materials,D3021,13/09/2016,47986820 - 1,1079.7,Revenue,20011077,EURO CAR PARTS SWINDON
OCC,Direct Services,Materials,D3021,13/09/2016,47986825 - 0,2052,Revenue,20011359,PENNY HYDRAULICS
OCC,Direct Services,Materials,D3021,13/09/2016,47986826 - 1,1617.14,Revenue,20008907,FAROL LTD
OCC,Direct Services,Materials,D3021,13/09/2016,47986837 - 0,117,Revenue,20017847,N A BROWN LTD
OCC,Direct Services,Materials,D3021,13/09/2016,47986837 - 1,117.5,Revenue,20017847,N A BROWN LTD
OCC,Direct Services,Materials,D3021,13/09/2016,47986837 - 2,275,Revenue,20017847,N A BROWN LTD
OCC,Direct Services,Other Licences And Fees,C2203,13/09/2016,47986838 - 1,315,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD
OCC,Direct Services,Other Licences And Fees,C2203,13/09/2016,47986838 - 3,493.5,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD
OCC,Direct Services,Other Licences And Fees,C2203,13/09/2016,47986838 - 4,6.5,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD
OCC,Direct Services,Materials,D3021,13/09/2016,47986841 - 0,472.5,Revenue,20002241,HURLEY INDUSTRIAL CLEANING EQU
OCC,Direct Services,Materials,D3021,13/09/2016,47986841 - 1,18,Revenue,20002241,HURLEY INDUSTRIAL CLEANING EQU
OCC,Direct Services,Materials,D3021,13/09/2016,47986858 - 0,224.48,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,13/09/2016,47986858 - 1,73.64,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,13/09/2016,47986858 - 2,97.17,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,13/09/2016,47986858 - 3,173.32,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,13/09/2016,47986861 - 1,1795,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,13/09/2016,47986861 - 2,600,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,13/09/2016,47986870 - 0,479.38,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,13/09/2016,47986871 - 1,479.38,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Fuel Purchase (Stock),C2003,13/09/2016,47986891 - 0,2648.4,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,13/09/2016,47986892 - 1,2648.4,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,13/09/2016,47986893 - 0,16270.02,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,13/09/2016,47986894 - 0,6144.6,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,13/09/2016,47986895 - 0,6144.6,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,13/09/2016,47986896 - 1,2194.5,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,20/09/2016,47986941 - 1,816.93,Revenue,20011436,PACE FUEL CARE
OCC,Direct Services,Fuel Purchase (Stock),C2003,20/09/2016,47986942 - 0,3108.7,Revenue,20011436,PACE FUEL CARE
OCC,Direct Services,Materials,D3021,20/09/2016,47986948 - 1,502.59,Revenue,20015455,HEATHROW TRUCK  CENTRE LTD
OCC,Direct Services,Materials,D3021,20/09/2016,47986953 - 0,54.73,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,20/09/2016,47986953 - 1,83.64,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,20/09/2016,47986953 - 2,268,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,20/09/2016,47986953 - 3,205.9,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Fuel Purchase (Stock),C2003,20/09/2016,47986993 - 0,6278.3,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,20/09/2016,47986994 - 1,13039.13,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,20/09/2016,47986995 - 0,4512.3,Revenue,20019099,HALL FUELS
OCC,Direct Services,Materials,D3021,27/09/2016,47987009 - 0,941,Revenue,20002033,Green Machines Sweepers UK Ltd
OCC,Direct Services,Materials,D3021,27/09/2016,47987009 - 1,368.6,Revenue,20002033,Green Machines Sweepers UK Ltd
OCC,Direct Services,Main Contractor,Y021,27/09/2016,47987019 - 0,12898.09,Capital,20008907,FAROL LTD
OCC,Direct Services,Materials,D3021,27/09/2016,47987020 - 1,3.62,Revenue,20002444,UNIVERSAL TRUCK&TRAILER PARTS
OCC,Direct Services,Materials,D3021,27/09/2016,47987020 - 2,530,Revenue,20002444,UNIVERSAL TRUCK&TRAILER PARTS
OCC,Direct Services,Repairs & Improvements,B1109,27/09/2016,47987021 - 0,25447.85,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT
OCC,Direct Services,General Contracted Services,D3401,27/09/2016,47987022 - 1,441,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT
OCC,Direct Services,Materials,D3021,27/09/2016,47987028 - 1,1045.58,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,27/09/2016,47987032 - 1,477.35,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,27/09/2016,47987032 - 2,192.68,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,General Contracted Services,D3401,27/09/2016,47987097 - 1,1114.25,Revenue,20018111,JOHNSONS APPARELMASTER PLC
OCC,Direct Services,Materials,D3021,05/07/2016,60057455 - 0,655.44,Revenue,20002299,C BREWER & SONS LTD
OCC,Direct Services,Materials,D3021,05/07/2016,60057456 - 1,840,Revenue,20002299,C BREWER & SONS LTD
OCC,Direct Services,Materials,D3021,05/07/2016,60057463 - 0,624.66,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,05/07/2016,60057467 - 0,1005.36,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,05/07/2016,60057468 - 1,1845.79,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,05/07/2016,60057473 - 0,900.48,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,05/07/2016,60057487 - 0,1197.79,Revenue,20002680,OXFORD SAFETY SUPPLIES
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/07/2016,60057493 - 0,785.77,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,05/07/2016,60057497 - 0,818.6,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Licences (Non-Transport),D3804,05/07/2016,60057500 - 0,1605.5,Revenue,20002929,ENVIRONMENT AGENCY
OCC,Direct Services,Materials,D3021,05/07/2016,60057505 - 1,1462.8,Revenue,20015230,MERKKO ENTERPRISES LIMITED
OCC,Direct Services,Protective Clothing,D3201,05/07/2016,60057507 - 1,705,Revenue,20002680,OXFORD SAFETY SUPPLIES
OCC,Direct Services,Protective Clothing,D3201,05/07/2016,60057509 - 1,595.4,Revenue,20002680,OXFORD SAFETY SUPPLIES
OCC,Direct Services,Vending Machine Provisions,D3102,05/07/2016,60057513 - 1,95,Revenue,20018437,LTT VENDING LTD
OCC,Direct Services,Vending Machine Provisions,D3102,05/07/2016,60057513 - 2,386.23,Revenue,20018437,LTT VENDING LTD
OCC,Direct Services,Protective Clothing,D3201,05/07/2016,60057514 - 0,653.2,Revenue,20002680,OXFORD SAFETY SUPPLIES
OCC,Direct Services,Tools,D3023,05/07/2016,60057519 - 1,632.95,Revenue,20002347,REXEL UK LIMITED
OCC,Direct Services,Refuse Containers,D3004,05/07/2016,60057521 - 1,11886,Revenue,20004221,SSI SCHAEFER LTD
OCC,Direct Services,Materials,D3021,05/07/2016,60057522 - 0,2320,Revenue,20006398,STREET FURNISHING SERVICES
OCC,Direct Services,General Contracted Services,D3401,05/07/2016,60057527 - 1,2241.28,Revenue,20008084,AVERY WEIGH-TRONIX
OCC,Direct Services,Materials,D3021,05/07/2016,60057529 - 0,2516.08,Revenue,20003233,AKW MEDICARE LIMITED
OCC,Direct Services,Materials,D3021,05/07/2016,60057541 - 0,1064.8,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
OCC,Direct Services,Subscriptions,D3703,05/07/2016,60057547 - 1,1088.75,Revenue,20008070,CERTSURE LLP
OCC,Direct Services,Materials,D3021,05/07/2016,60057548 - 0,628,Revenue,20002183,EYRE & ELLISTON LTD
OCC,Direct Services,Materials,D3021,05/07/2016,60057553 - 1,3687.98,Revenue,20015370,TIMBERYTE
OCC,Direct Services,Tools,D3023,05/07/2016,60057555 - 1,952.97,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
OCC,Direct Services,Tools,D3023,05/07/2016,60057556 - 0,1000.47,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
OCC,Direct Services,Materials,D3021,05/07/2016,60057558 - 0,1223.04,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,Materials,D3021,05/07/2016,60057565 - 0,2246.75,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,05/07/2016,60057573 - 0,439.75,Revenue,20002680,OXFORD SAFETY SUPPLIES
OCC,Direct Services,Materials,D3021,05/07/2016,60057574 - 1,695.05,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,05/07/2016,60057575 - 1,2843.59,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,05/07/2016,60057576 - 0,566.64,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,05/07/2016,60057577 - 1,496.6,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,05/07/2016,60057578 - 0,1326.04,Revenue,20002680,OXFORD SAFETY SUPPLIES
OCC,Direct Services,Materials,D3021,05/07/2016,60057579 - 1,466.03,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/07/2016,60057588 - 1,568.54,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/07/2016,60057589 - 0,444.04,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/07/2016,60057591 - 0,624.87,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/07/2016,60057592 - 1,466.73,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/07/2016,60057593 - 0,487.87,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/07/2016,60057594 - 0,490.39,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/07/2016,60057596 - 1,573.32,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/07/2016,60057597 - 0,608.21,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/07/2016,60057598 - 1,648.83,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/07/2016,60057603 - 1,448.94,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/07/2016,60057604 - 1,1004.49,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/07/2016,60057605 - 1,800.31,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/07/2016,60057616 - 0,1303.5,Revenue,20018650,INSIDE OUT DEVELOPMENTS LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/07/2016,60057624 - 0,1749,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/07/2016,60057625 - 1,907,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/07/2016,60057627 - 0,581.5,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,Materials,D3021,05/07/2016,60057632 - 1,1299.8,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057633 - 0,1105.85,Revenue,20002299,C BREWER & SONS LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057639 - 1,2709.65,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057640 - 0,896.4,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/07/2016,60057642 - 0,686.1,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/07/2016,60057643 - 1,707.69,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/07/2016,60057645 - 1,514.27,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057650 - 0,2305.13,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057672 - 0,670.12,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057673 - 1,817.4,Revenue,20002680,OXFORD SAFETY SUPPLIES
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/07/2016,60057676 - 0,527.85,Revenue,20015037,R & M ELECTRICAL GROUP LTD
OCC,Direct Services,Tipping Charges,D3421,12/07/2016,60057678 - 0,844,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,Tipping Charges,D3421,12/07/2016,60057679 - 1,614,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,Tipping Charges,D3421,12/07/2016,60057680 - 0,744,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,Tipping Charges,D3421,12/07/2016,60057681 - 0,443.8,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/07/2016,60057684 - 1,1117.9,Revenue,20015370,TIMBERYTE
OCC,Direct Services,Materials,D3021,12/07/2016,60057685 - 0,601.01,Revenue,20002434,TOOLMASTER (OXFORD) LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057686 - 1,2663.5,Revenue,20002434,TOOLMASTER (OXFORD) LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057687 - 0,526.8,Revenue,20002434,TOOLMASTER (OXFORD) LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057694 - 1,419.95,Revenue,20002434,TOOLMASTER (OXFORD) LTD
OCC,Direct Services,Tools,D3023,12/07/2016,60057695 - 0,533.2,Revenue,20002434,TOOLMASTER (OXFORD) LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/07/2016,60057700 - 0,1983.52,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
OCC,Direct Services,Materials,D3021,12/07/2016,60057714 - 1,480,Revenue,20008430,MILA HARDWARE LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057720 - 1,977.13,Revenue,20003233,AKW MEDICARE LIMITED
OCC,Direct Services,Materials,D3021,12/07/2016,60057733 - 1,2521.5,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057737 - 0,1957.98,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057742 - 1,642.4,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057743 - 0,997.26,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057746 - 1,545.4,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057785 - 0,613.27,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057790 - 1,1961.85,Revenue,20006089,ICI CONTRACT DIRECT
OCC,Direct Services,Materials,D3021,12/07/2016,60057797 - 0,418.89,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057801 - 0,738,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057802 - 1,955.55,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057803 - 0,1116.99,Revenue,20002680,OXFORD SAFETY SUPPLIES
OCC,Direct Services,Materials,D3021,12/07/2016,60057805 - 0,2239.31,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057806 - 1,2477.42,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057807 - 0,1116.29,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057808 - 1,1657.51,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057811 - 0,540,Revenue,20015370,TIMBERYTE
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/07/2016,60057812 - 1,812,Revenue,20015370,TIMBERYTE
OCC,Direct Services,Materials,D3021,12/07/2016,60057826 - 1,1270.3,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,12/07/2016,60057827 - 0,1122.55,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,12/07/2016,60057833 - 0,1705.04,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Postage & Carriage,D3501,12/07/2016,60057841 - 0,500,Revenue,20008154,FRANCOTYP-POSTALIA TELESET - POSTAGE
OCC,Direct Services,Materials,D3021,12/07/2016,60057842 - 1,2626,Revenue,20007833,GELPACK EXCELSIOR LTD
OCC,Direct Services,Materials,D3021,12/07/2016,60057845 - 0,528.36,Revenue,20002005,HANSON AGGREGATES
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/07/2016,60057851 - 0,20134.69,Revenue,20019175,HELMSMAN LOCKERS
OCC,Direct Services,Subscriptions,D3703,12/07/2016,60057855 - 0,2250,Revenue,20010404,LOO OF THE YEAR AWARDS
OCC,Direct Services,Materials,D3021,12/07/2016,60057858 - 1,2592.16,Revenue,20015230,MERKKO ENTERPRISES LIMITED
OCC,Direct Services,Advertising & Publicity,D3802,12/07/2016,60057859 - 0,1718.55,Revenue,20016884,MICROMAGNETICS LTD
OCC,Direct Services,Advertising & Publicity,D3802,12/07/2016,60057860 - 1,660,Revenue,20016884,MICROMAGNETICS LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,12/07/2016,60057862 - 1,806,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Temporary Bureau Staffing,A0108,12/07/2016,60057863 - 0,644.8,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Engineering Services Supplies and Services,D3319,12/07/2016,60057864 - 1,6353.82,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Engineering Services Supplies and Services,D3319,12/07/2016,60057865 - 0,1389.45,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Engineering Services Supplies and Services,D3319,12/07/2016,60057867 - 0,2303.52,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Engineering Services Supplies and Services,D3319,12/07/2016,60057869 - 0,775.33,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Temporary Bureau Staffing,A0108,12/07/2016,60057870 - 1,1450.8,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Engineering Services Supplies and Services,D3319,12/07/2016,60057871 - 0,806,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Temporary Bureau Staffing,A0108,12/07/2016,60057872 - 1,806,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Engineering Services Supplies and Services,D3319,12/07/2016,60057873 - 0,7093.59,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Engineering Services Supplies and Services,D3319,12/07/2016,60057874 - 1,5942.13,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Engineering Services Supplies and Services,D3319,12/07/2016,60057875 - 0,1873.05,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
